Park Name,Unit Code,Park Type,Region,State,Year,Month,Recreation Visits,Non Recreation Visits,Recreation Hours,Non Recreation Hours,Concessioner Lodging,Concessioner Camping,Tent Campers,RV Campers,Backcountry,Non Recreation Overnight Stays,Miscellaneous Overnight Stays
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,2,2863,14642,33920,14642,0,0,0,0,65,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,3,1687,16997,20246,16997,0,0,0,0,72,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,4,5,26681,96,26681,0,0,0,0,2,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,5,105,77735,13554,77735,0,432,0,0,259,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,6,10031,94194,159341,94194,0,2216,0,0,922,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,7,13802,108714,255402,108714,0,3938,0,0,1584,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,8,14482,90361,266779,90361,0,3877,0,0,1670,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,9,10523,54989,168772,54989,0,2368,0,0,705,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,10,13,25568,2338,25568,0,0,0,0,24,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,11,5,19420,218,19420,0,0,0,0,7,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2020,12,4,12334,232,12334,0,0,0,0,8,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,1,8,14384,106,14384,0,0,0,0,2,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,2,22,14642,570,14642,0,0,0,0,22,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,3,335,21568,16332,21568,0,0,0,0,574,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,4,1332,47840,147888,47840,0,0,0,0,5974,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,5,11522,160343,361567,160343,0,1899,0,0,9784,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,6,53890,243304,889497,243304,0,5412,0,0,12110,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,7,71264,253370,884495,253370,0,6040,0,0,3918,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,8,64724,208868,775820,208868,0,5621,0,0,2401,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,9,26153,96455,318621,96455,0,2505,0,0,853,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,10,233,25568,2720,25568,0,0,0,0,8,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,11,29,19420,298,19420,0,0,0,0,0,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2021,12,9,12334,92,12334,0,0,0,0,0,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,1,403,14384,4110,14384,0,0,0,0,4,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,2,952,14642,9564,14642,0,0,0,0,2,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,3,2073,21568,26078,21568,0,0,0,0,227,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,4,4237,47840,113586,47840,0,0,0,0,3186,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,5,37305,135713,685714,135713,0,1366,0,0,12552,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,6,104177,187622,1426711,187622,0,5178,0,0,12937,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,7,115369,199682,1296889,199682,0,5907,0,0,2227,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,8,112709,150150,1246002,150150,0,5529,0,0,1667,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,9,43372,74620,471907,74620,0,1897,0,0,511,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,10,3191,25568,32484,25568,0,0,0,0,22,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,11,1978,19420,19782,19420,0,0,0,0,0,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2022,12,1796,12334,17974,12334,0,0,0,0,0,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,1,1683,14384,16868,14384,0,0,0,0,1,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,2,2662,14642,27896,14642,0,0,0,0,49,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,3,5426,21568,59226,21568,0,0,0,0,225,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,4,5714,47840,131698,47840,0,0,0,0,3285,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,5,34134,137989,633354,137989,0,1974,0,0,11372,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,6,116853,172393,1481763,172393,0,5043,0,0,10315,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,7,138246,178960,1539020,178960,0,5828,0,0,2717,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,8,133255,132704,1447923,132704,0,5367,0,0,1337,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,9,50544,69271,544558,69271,0,1857,0,0,405,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,10,5282,25568,53428,25568,0,0,0,0,7,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,11,2437,19420,24374,19420,0,0,0,0,0,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,12,2486,12334,24996,12334,0,0,0,0,7,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,1,2265,14384,23228,14384,0,0,0,0,10,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,2,3828,14642,40876,14642,0,0,0,0,100,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,3,9651,21568,104194,21568,0,0,0,0,272,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,4,7485,47840,177886,47840,0,0,0,0,4587,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,5,35884,136004,665988,136004,0,1668,0,0,12209,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,6,116208,175537,1445320,175537,0,5263,0,0,8578,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,7,98514,214454,1081953,214454,0,3125,0,0,1789,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,8,132364,133607,1442365,133607,0,5568,0,0,1361,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,9,48019,71675,519969,71675,0,1816,0,0,461,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,10,6405,25568,65148,25568,0,0,0,0,36,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,11,2428,19420,24282,19420,0,0,0,0,0,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2024,12,3176,12334,31806,12334,0,0,0,0,2,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,1,2254,14384,24422,14384,0,0,0,0,80,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,2,3524,14642,36274,14642,0,0,0,0,37,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,3,8479,21568,90126,21568,0,0,0,0,203,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,4,8080,47840,140722,47840,0,0,0,0,2637,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,5,42821,134396,712959,134396,0,1650,0,0,10783,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,6,133472,164906,1674349,164906,0,5019,0,0,10630,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,7,151455,172326,1666908,172326,0,5873,0,0,1987,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,8,144364,127848,1569321,127848,0,5485,0,0,1204,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,9,45485,74499,488915,74499,0,1522,0,0,335,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,10,3,25568,96,25568,0,0,0,0,4,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,11,1283,19420,12960,19420,0,0,0,0,0,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2025,12,2080,12334,21762,12334,0,0,0,0,28,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,1,6092,462,64890,462,0,0,202,0,0,462,336
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,2,5213,60,56544,60,0,0,72,0,0,60,408
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,3,7227,0,78936,0,0,0,440,0,0,0,400
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,4,7112,75,77748,75,0,0,498,0,0,75,465
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,5,7010,498,78396,498,0,0,648,0,0,498,638
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,6,7374,492,83193,492,0,0,680,0,0,492,779
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,7,7171,4236,76551,4236,0,0,400,0,0,4236,707
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,8,5392,5034,69150,5034,0,0,684,0,0,5034,674
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,9,5278,492,59163,492,0,0,148,0,0,492,247
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,10,4043,192,46077,192,0,0,342,0,0,192,216
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,11,3337,564,34905,564,0,0,0,0,0,564,216
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2015,12,5613,12,68337,12,0,0,432,0,0,12,1408
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,1,4616,549,54525,549,0,0,350,0,0,549,315
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,2,1313,576,16431,576,0,0,456,0,0,576,350
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,3,7167,312,83499,312,0,0,776,0,0,312,568
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,4,6729,6165,83658,6165,0,0,718,0,0,6165,856
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,5,7095,423,83580,423,0,0,578,0,0,423,733
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,6,8969,420,102363,420,0,0,588,0,0,420,2600
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,7,7692,1530,84405,1530,0,0,496,0,0,1530,732
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,8,6834,45,72927,45,0,0,282,0,0,45,672
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,9,6329,45,73851,45,0,0,474,0,0,45,656
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,10,4347,45,45663,45,0,0,182,0,0,45,540
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,11,6262,45,68373,45,0,0,446,0,0,45,860
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2016,12,6308,45,70701,45,0,0,588,0,0,45,560
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,1,4492,45,54324,45,0,0,410,0,0,45,292
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,2,3900,45,49212,45,0,0,576,0,0,45,400
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,3,7200,54,76620,54,0,0,610,0,0,54,100
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,4,6880,51,70068,51,0,0,0,0,0,51,292
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,5,5908,261,83784,261,0,0,1074,0,0,261,908
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,6,5568,300,75288,300,0,0,706,0,0,300,568
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,7,5628,228,76464,228,0,0,744,0,0,228,628
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,8,4276,75,57216,75,0,0,492,0,0,75,776
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,9,176,75,4008,75,0,0,158,0,0,75,176
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,10,233,75,4179,75,0,0,158,0,0,75,176
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,11,5020,129,62808,129,0,0,214,0,0,129,608
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,12,5000,138,62400,138,0,0,200,0,0,138,600
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,1,4236,15,49710,15,0,0,316,0,0,15,200
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,2,6474,198,71295,198,0,0,416,0,0,198,680
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,3,5509,129,70164,129,0,0,338,0,0,129,508
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,4,4908,216,65544,216,0,0,554,0,0,216,240
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,5,5488,2001,64731,2001,0,0,0,0,0,2001,696
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,6,5854,318,83832,318,0,0,1132,0,0,318,660
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,7,6162,489,82644,489,0,0,890,0,0,489,864
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,8,6484,372,81690,372,0,0,442,0,0,372,1288
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,9,4845,105,61098,105,0,0,362,0,0,105,448
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,10,643,114,9111,114,0,0,174,0,0,114,195
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,11,4921,285,61560,285,0,0,230,0,0,285,693
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2018,12,1286,213,14364,213,0,0,76,0,0,213,666
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,1,6179,222,50836,222,0,0,878,0,0,222,477
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,2,6937,195,49360,195,0,0,208,0,0,195,792
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,3,7417,225,56015,225,0,0,668,0,0,225,554
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,4,7720,297,58769,297,0,0,528,0,0,297,1040
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,5,8124,249,62047,249,0,0,710,0,0,249,1160
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,6,8041,285,68629,285,0,0,1052,0,0,285,1984
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,7,7692,267,58939,267,0,0,766,0,0,267,520
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,8,6658,156,50925,156,0,0,352,0,0,156,468
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,9,4694,204,37669,204,0,0,304,0,0,204,868
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,10,4432,171,32946,171,0,0,320,0,0,171,141
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,11,5336,183,39919,183,0,0,412,0,0,183,289
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,12,5970,132,47144,132,0,0,588,0,0,132,562
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,1,5911,144,46002,144,0,0,458,0,0,144,226
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,2,5972,189,45282,189,0,0,292,0,0,189,258
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,3,3674,153,27995,153,0,0,176,0,0,153,507
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,4,200,120,1600,120,0,0,0,0,0,120,200
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,5,308,111,2464,111,0,0,0,0,0,111,308
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,6,4389,189,34544,189,0,0,464,0,0,189,1130
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,7,3928,126,29514,126,0,0,420,0,0,126,593
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,8,3971,117,30428,117,0,0,320,0,0,117,895
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,9,4510,87,36092,87,0,0,534,0,0,87,546
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,10,5384,69,42269,69,0,0,424,0,0,69,423
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,11,3901,9,30223,9,0,0,260,0,0,9,173
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2020,12,6395,78,50938,78,0,0,606,0,0,78,543
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,1,7519,135,55813,135,0,0,312,0,0,135,1020
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,2,4641,123,35253,123,0,0,300,0,0,123,675
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,3,8055,171,58134,171,0,0,528,0,0,171,1059
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,4,7488,18,56877,18,0,0,666,0,0,18,626
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,5,7497,36,56639,36,0,0,726,0,0,36,409
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,6,8175,174,62559,174,0,0,788,0,0,174,1016
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,7,6880,153,52927,153,0,0,684,0,0,153,429
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,8,6274,30,48795,30,0,0,556,0,0,30,482
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,9,6115,381,47599,381,0,0,488,0,0,381,80
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,10,6789,0,49744,0,0,0,514,0,0,0,44
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,11,6732,30,51639,30,0,0,476,0,0,30,375
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2021,12,7652,87,56924,87,0,0,536,0,0,87,819
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,1,6633,0,45484,0,0,0,0,0,0,0,487
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,2,6220,252,49379,252,0,0,468,0,0,252,659
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,3,7528,147,54525,147,0,0,272,0,0,147,879
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,4,7562,186,55142,186,0,0,322,0,0,186,978
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,5,7951,207,60228,207,0,0,480,0,0,207,1076
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,6,7460,213,58503,213,0,0,856,0,0,213,1112
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,7,6849,525,57174,525,0,0,784,0,0,525,621
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,8,6725,222,56248,222,0,0,926,0,0,222,583
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,9,5357,147,43791,147,0,0,620,0,0,147,519
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,10,3603,0,23829,0,0,0,0,0,0,0,56
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,11,5630,0,40215,0,0,0,0,0,0,0,95
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2022,12,6970,210,54183,210,0,0,596,0,0,210,570
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,1,5956,111,43751,111,0,0,326,0,0,111,502
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,2,6899,126,50618,126,0,0,512,0,0,126,582
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,3,7989,75,59699,75,0,0,664,0,0,75,699
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,4,7707,144,55874,144,0,0,506,0,0,144,789
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,5,9215,123,67422,123,0,0,604,0,0,123,1469
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,6,8474,105,65005,105,0,0,976,0,0,105,823
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,7,7375,243,58114,243,0,0,708,0,0,243,524
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,8,6904,177,52252,177,0,0,520,0,0,177,676
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,9,6382,186,49622,186,0,0,462,0,0,186,372
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,10,4820,69,35653,69,0,0,286,0,0,69,183
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,11,6147,102,42274,102,0,0,276,0,0,102,311
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,12,6417,147,48546,147,0,0,480,0,0,147,596
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,1,7673,126,55556,126,0,0,394,0,0,126,543
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,2,7108,177,51367,177,0,0,356,0,0,177,593
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,3,7961,156,57219,156,0,0,462,0,0,156,699
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,4,8194,150,57989,150,0,0,404,0,0,150,725
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,5,8542,147,60983,147,0,0,504,0,0,147,884
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,6,8325,192,63679,192,0,0,828,0,0,192,1213
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,7,7835,264,57646,264,0,0,672,0,0,264,523
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,8,5165,141,39497,141,0,0,534,0,0,141,619
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,9,5690,201,44871,201,0,0,482,0,0,201,475
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,10,4288,63,32298,63,0,0,308,0,0,63,169
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,11,6577,63,46708,63,0,0,284,0,0,63,250
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2024,12,7515,30,52084,30,0,0,308,0,0,30,300
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,1,7181,72,50285,72,0,0,284,0,0,72,242
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,2,7349,150,53020,150,0,0,346,0,0,150,826
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,3,7715,144,54629,144,0,0,298,0,0,144,873
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,4,8225,252,58357,252,0,0,374,0,0,252,968
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,5,10012,210,74505,210,0,0,568,0,0,210,2526
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,6,8022,189,57736,189,0,0,340,0,0,189,953
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,7,8286,267,59688,267,0,0,320,0,0,267,1217
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,8,7087,96,52802,96,0,0,302,0,0,96,682
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,9,5230,207,40630,207,0,0,340,0,0,207,201
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,10,5327,213,38644,213,0,0,276,0,0,213,313
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,11,6964,171,50031,171,0,0,268,0,0,171,678
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2025,12,7957,117,56589,117,0,0,366,0,0,117,698
Everglades NP,EVER,National Park,Southeast ,FL,2015,1,142660,243,708429,243,0,0,2957,3079,3890,0,49
Everglades NP,EVER,National Park,Southeast ,FL,2015,2,145148,208,700366,208,0,0,3080,3633,2663,0,25
Everglades NP,EVER,National Park,Southeast ,FL,2015,3,149383,218,661496,218,0,0,2525,1989,3103,0,23
Everglades NP,EVER,National Park,Southeast ,FL,2015,4,108982,118,342736,118,0,0,465,351,342,0,4
Everglades NP,EVER,National Park,Southeast ,FL,2015,5,70711,62,183089,62,0,0,71,100,184,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2015,6,61840,52,171612,52,0,0,30,25,108,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2015,7,72567,54,191718,54,0,0,25,16,115,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2015,8,67529,70,192120,70,0,0,13,33,82,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2015,9,32717,33,119809,33,0,0,12,3,246,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2015,10,62000,38,157480,38,0,0,26,15,310,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2015,11,84937,126,275610,126,0,0,272,283,1445,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2015,12,78953,226,467158,226,0,0,1159,977,3473,0,7
Everglades NP,EVER,National Park,Southeast ,FL,2016,1,116221,87,551460,87,0,0,1760,2815,1061,0,34
Everglades NP,EVER,National Park,Southeast ,FL,2016,2,120197,74,642479,74,0,0,2678,2598,5567,0,13
Everglades NP,EVER,National Park,Southeast ,FL,2016,3,134815,60,611045,60,0,0,2024,3832,2995,0,45
Everglades NP,EVER,National Park,Southeast ,FL,2016,4,65054,60,282892,60,0,0,107,268,631,0,84
Everglades NP,EVER,National Park,Southeast ,FL,2016,5,73548,57,203615,57,0,0,53,83,373,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2016,6,64110,45,149209,45,0,0,21,20,126,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2016,7,53064,57,115500,57,0,0,21,20,72,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2016,8,47351,52,134248,52,0,0,16,13,34,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2016,9,44750,99,131992,99,0,0,13,15,192,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2016,10,55600,165,136321,165,0,0,144,69,109,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2016,11,69074,158,235744,158,0,0,528,374,739,0,3
Everglades NP,EVER,National Park,Southeast ,FL,2016,12,87123,248,327639,248,0,0,1045,692,827,0,19
Everglades NP,EVER,National Park,Southeast ,FL,2017,1,194200,474,598903,474,0,0,1675,3374,3061,0,1266
Everglades NP,EVER,National Park,Southeast ,FL,2017,2,120646,1312,659353,1312,0,0,1572,2786,6386,0,1250
Everglades NP,EVER,National Park,Southeast ,FL,2017,3,126818,820,585467,820,0,0,1515,1723,3591,0,1461
Everglades NP,EVER,National Park,Southeast ,FL,2017,4,98915,860,359451,860,0,0,431,238,1793,0,4
Everglades NP,EVER,National Park,Southeast ,FL,2017,5,74300,519,212761,519,0,0,40,16,710,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2017,6,68958,213,222206,213,0,0,5,0,59,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2017,7,52425,588,112957,588,0,0,0,0,33,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2017,8,85059,404,212617,404,0,0,0,0,45,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2017,9,17708,46,54125,46,0,0,0,0,116,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2017,10,42574,1142,150998,1142,0,0,0,0,116,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2017,11,49593,130,178697,130,0,0,0,0,0,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2017,12,87361,258,371289,258,0,0,0,0,1483,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2018,1,33950,600,344761,600,0,4777,0,0,2688,0,18
Everglades NP,EVER,National Park,Southeast ,FL,2018,2,66837,600,354721,600,0,3663,0,0,0,0,0
